m,TagName,
"2025-01-01 00:00:00","c","317"
"2025-01-01 00:00:00","c#","992"
"2025-01-01 00:00:00","c++","647"
"2025-01-01 00:00:00","delphi","53"
"2025-01-01 00:00:00","go","129"
"2025-01-01 00:00:00","java","927"
"2025-01-01 00:00:00","javascript","1145"
"2025-01-01 00:00:00","perl","24"
"2025-01-01 00:00:00","php","437"
"2025-01-01 00:00:00","python","2173"
"2025-01-01 00:00:00","r","490"
"2025-01-01 00:00:00","ruby","47"
"2025-01-01 00:00:00","swift","287"
"2025-02-01 00:00:00","assembly","56"
"2025-02-01 00:00:00","c","269"
"2025-02-01 00:00:00","c#","882"
"2025-02-01 00:00:00","c++","562"
"2025-02-01 00:00:00","delphi","54"
"2025-02-01 00:00:00","go","93"
"2025-02-01 00:00:00","java","801"
"2025-02-01 00:00:00","javascript","976"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","315"
"2025-02-01 00:00:00","python","1886"
"2025-02-01 00:00:00","r","470"
"2025-02-01 00:00:00","ruby","48"
"2025-02-01 00:00:00","swift","269"
"2025-03-01 00:00:00","assembly","54"
"2025-03-01 00:00:00","c","305"
"2025-03-01 00:00:00","c#","902"
"2025-03-01 00:00:00","c++","670"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","96"
"2025-03-01 00:00:00","java","869"
"2025-03-01 00:00:00","javascript","1086"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","326"
"2025-03-01 00:00:00","python","2164"
"2025-03-01 00:00:00","r","479"
"2025-03-01 00:00:00","ruby","45"
"2025-03-01 00:00:00","swift","294"
"2025-04-01 00:00:00","assembly","48"
"2025-04-01 00:00:00","c","200"
"2025-04-01 00:00:00","c#","627"
"2025-04-01 00:00:00","c++","500"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","63"
"2025-04-01 00:00:00","java","754"
"2025-04-01 00:00:00","javascript","744"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","232"
"2025-04-01 00:00:00","python","1669"
"2025-04-01 00:00:00","r","392"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","209"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","198"
"2025-05-01 00:00:00","c#","520"
"2025-05-01 00:00:00","c++","445"
"2025-05-01 00:00:00","delphi","34"
"2025-05-01 00:00:00","go","53"
"2025-05-01 00:00:00","java","590"
"2025-05-01 00:00:00","javascript","604"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","224"
"2025-05-01 00:00:00","python","1372"
"2025-05-01 00:00:00","r","272"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","187"
"2025-06-01 00:00:00","assembly","35"
"2025-06-01 00:00:00","c","173"
"2025-06-01 00:00:00","c#","447"
"2025-06-01 00:00:00","c++","392"
"2025-06-01 00:00:00","delphi","33"
"2025-06-01 00:00:00","go","48"
"2025-06-01 00:00:00","java","410"
"2025-06-01 00:00:00","javascript","455"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","162"
"2025-06-01 00:00:00","python","1024"
"2025-06-01 00:00:00","r","250"
"2025-06-01 00:00:00","ruby","26"
"2025-06-01 00:00:00","swift","137"
"2025-07-01 00:00:00","assembly","34"
"2025-07-01 00:00:00","c","148"
"2025-07-01 00:00:00","c#","411"
"2025-07-01 00:00:00","c++","337"
"2025-07-01 00:00:00","delphi","28"
"2025-07-01 00:00:00","go","17"
"2025-07-01 00:00:00","java","379"
"2025-07-01 00:00:00","javascript","425"
"2025-07-01 00:00:00","perl","15"
"2025-07-01 00:00:00","php","102"
"2025-07-01 00:00:00","python","945"
"2025-07-01 00:00:00","r","205"
"2025-07-01 00:00:00","ruby","13"
"2025-07-01 00:00:00","swift","148"
"2025-08-01 00:00:00","assembly","22"
"2025-08-01 00:00:00","c","120"
"2025-08-01 00:00:00","c#","316"
"2025-08-01 00:00:00","c++","291"
"2025-08-01 00:00:00","delphi","34"
"2025-08-01 00:00:00","go","40"
"2025-08-01 00:00:00","java","274"
"2025-08-01 00:00:00","javascript","286"
"2025-08-01 00:00:00","perl","5"
"2025-08-01 00:00:00","php","84"
"2025-08-01 00:00:00","python","710"
"2025-08-01 00:00:00","r","156"
"2025-08-01 00:00:00","ruby","17"
"2025-08-01 00:00:00","swift","88"
"2025-09-01 00:00:00","assembly","22"
"2025-09-01 00:00:00","c","124"
"2025-09-01 00:00:00","c#","284"
"2025-09-01 00:00:00","c++","248"
"2025-09-01 00:00:00","delphi","22"
"2025-09-01 00:00:00","go","34"
"2025-09-01 00:00:00","java","294"
"2025-09-01 00:00:00","javascript","285"
"2025-09-01 00:00:00","perl","9"
"2025-09-01 00:00:00","php","108"
"2025-09-01 00:00:00","python","679"
"2025-09-01 00:00:00","r","149"
"2025-09-01 00:00:00","ruby","13"
"2025-09-01 00:00:00","swift","122"
"2025-10-01 00:00:00","assembly","41"
"2025-10-01 00:00:00","c","118"
"2025-10-01 00:00:00","c#","284"
"2025-10-01 00:00:00","c++","230"
"2025-10-01 00:00:00","delphi","22"
"2025-10-01 00:00:00","go","32"
"2025-10-01 00:00:00","java","260"
"2025-10-01 00:00:00","javascript","260"
"2025-10-01 00:00:00","perl","7"
"2025-10-01 00:00:00","php","92"
"2025-10-01 00:00:00","python","645"
"2025-10-01 00:00:00","r","180"
"2025-10-01 00:00:00","ruby","10"
"2025-10-01 00:00:00","swift","128"
"2025-11-01 00:00:00","assembly","17"
"2025-11-01 00:00:00","c","102"
"2025-11-01 00:00:00","c#","248"
"2025-11-01 00:00:00","c++","209"
"2025-11-01 00:00:00","delphi","14"
"2025-11-01 00:00:00","go","28"
"2025-11-01 00:00:00","java","241"
"2025-11-01 00:00:00","javascript","213"
"2025-11-01 00:00:00","perl","2"
"2025-11-01 00:00:00","php","78"
"2025-11-01 00:00:00","python","535"
"2025-11-01 00:00:00","r","128"
"2025-11-01 00:00:00","ruby","9"
"2025-11-01 00:00:00","swift","103"
"2025-12-01 00:00:00","assembly","19"
"2025-12-01 00:00:00","c","67"
"2025-12-01 00:00:00","c#","192"
"2025-12-01 00:00:00","c++","150"
"2025-12-01 00:00:00","delphi","16"
"2025-12-01 00:00:00","go","21"
"2025-12-01 00:00:00","java","188"
"2025-12-01 00:00:00","javascript","150"
"2025-12-01 00:00:00","perl","6"
"2025-12-01 00:00:00","php","53"
"2025-12-01 00:00:00","python","409"
"2025-12-01 00:00:00","r","98"
"2025-12-01 00:00:00","ruby","6"
"2025-12-01 00:00:00","swift","88"
"2026-01-01 00:00:00","assembly","19"
"2026-01-01 00:00:00","c","83"
"2026-01-01 00:00:00","c#","159"
"2026-01-01 00:00:00","c++","150"
"2026-01-01 00:00:00","delphi","21"
"2026-01-01 00:00:00","go","25"
"2026-01-01 00:00:00","java","160"
"2026-01-01 00:00:00","javascript","172"
"2026-01-01 00:00:00","perl","4"
"2026-01-01 00:00:00","php","49"
"2026-01-01 00:00:00","python","372"
"2026-01-01 00:00:00","r","69"
"2026-01-01 00:00:00","ruby","7"
"2026-01-01 00:00:00","swift","63"
